date,borough,median_asking_rent_usd,rental_inventory,rent_index,inventory_index,rent_change_from_baseline_usd,rent_growth_from_baseline_pct,inventory_change_from_baseline,inventory_growth_from_baseline_pct,rent_yoy_pct,inventory_yoy_pct
2026-03,Bronx,2900,955,170.58823529411765,134.8870056497175,1200,70.58823529411765,247,34.88700564971751,3.571428571428581,-12.545787545787546
2026-04,Bronx,2900,894,170.58823529411765,126.27118644067797,1200,70.58823529411765,186,26.271186440677965,-3.171953255425708,-21.164021164021165
2026-05,Bronx,2950,977,173.52941176470588,137.99435028248587,1250,73.52941176470588,269,37.99435028248587,-1.6666666666666718,-11.503623188405799
2026-06,Bronx,2995,1007,176.1764705882353,142.2316384180791,1295,76.1764705882353,299,42.231638418079086,-1.80327868852459,-3.72848948374761
2016-07,Brooklyn,2699,12829,100.0,100.0,0,0.0,0,0.0,,
2016-08,Brooklyn,2690,13638,99.66654316413486,106.3060254111778,-9,-0.3334568358651353,809,6.306025411177799,,
2016-09,Brooklyn,2650,12637,98.18451278251204,98.50339075531997,-49,-1.8154872174879557,-192,-1.4966092446800303,,
2016-10,Brooklyn,2600,11481,96.33197480548351,89.49255592797569,-99,-3.6680251945164883,-1348,-10.507444072024313,,
2016-11,Brooklyn,2525,11422,93.55316783994073,89.03266037882922,-174,-6.446832160059273,-1407,-10.96733962117078,,
2016-12,Brooklyn,2500,10565,92.62689885142646,82.35248265648141,-199,-7.373101148573539,-2264,-17.647517343518587,,
2017-01,Brooklyn,2500,12296,92.62689885142646,95.84535037804973,-199,-7.373101148573539,-533,-4.15464962195027,,
2017-02,Brooklyn,2500,12260,92.62689885142646,95.56473614467222,-199,-7.373101148573539,-569,-4.435263855327776,,
2017-03,Brooklyn,2495,14364,92.4416450537236,111.96507911762413,-204,-7.5583549462763955,1535,11.965079117624128,,
2017-04,Brooklyn,2500,14495,92.62689885142646,112.9862031335256,-199,-7.373101148573539,1666,12.986203133525606,,
2017-05,Brooklyn,2500,16793,92.62689885142646,130.89874503078963,-199,-7.373101148573539,3964,30.898745030789627,,
2017-06,Brooklyn,2570,18363,95.2204520192664,143.13664354197522,-129,-4.7795479807335965,5534,43.13664354197522,,
2017-07,Brooklyn,2600,18185,96.33197480548351,141.74916205471976,-99,-3.6680251945164883,5356,41.74916205471976,-3.668025194516489,41.74916205471977
2017-08,Brooklyn,2660,13151,98.55502037791774,102.50993842076545,-39,-1.4449796220822577,322,2.509938420765451,-1.115241635687736,-3.5709048247543618
2017-09,Brooklyn,2600,12450,96.33197480548351,97.04575570972015,-99,-3.6680251945164883,-379,-2.9542442902798456,-1.8867924528301883,-1.4797815937326875
2017-10,Brooklyn,2536,12929,93.96072619488699,100.77948398160417,-163,-6.039273805113012,100,0.779483981604173,-2.4615384615384595,12.612141799494815
2017-11,Brooklyn,2500,12153,92.62689885142646,94.73068828435575,-199,-7.373101148573539,-676,-5.26931171564425,-0.990099009900991,6.399929959726847
2017-12,Brooklyn,2475,10599,91.70062986291218,82.61750721022682,-224,-8.29937013708782,-2230,-17.38249278977318,-1.0000000000000009,0.3218173213440645
2018-01,Brooklyn,2450,11570,90.77436087439793,90.1862966716034,-249,-9.225639125602072,-1259,-9.813703328396599,-2.0000000000000018,-5.904359141184123
2018-02,Brooklyn,2450,11273,90.77436087439793,87.871229246239,-249,-9.225639125602072,-1556,-12.128770753761003,-2.0000000000000018,-8.050570962479608
2018-03,Brooklyn,2495,12266,92.4416450537236,95.61150518356848,-204,-7.5583549462763955,-563,-4.388494816431518,0.0,-14.605959342801444
2018-04,Brooklyn,2500,13206,92.62689885142646,102.93865461064775,-199,-7.373101148573539,377,2.9386546106477454,0.0,-8.892721628147637
2018-05,Brooklyn,2595,15350,96.14672100778066,119.65079117624133,-104,-3.8532789922193444,2521,19.650791176241327,3.8000000000000034,-8.592866075150363
2018-06,Brooklyn,2625,16164,97.25824379399778,125.99579078649934,-74,-2.741756206002222,3335,25.99579078649934,2.1400778210116655,-11.975167456297985
2018-07,Brooklyn,2699,17552,100.0,136.81502845116535,0,0.0,4723,36.81502845116535,3.807692307692312,-3.48089084410228
2018-08,Brooklyn,2695,18050,99.8517969618377,140.69685867955414,-4,-0.1482030381622934,5221,40.69685867955414,1.3157894736842035,37.251920006083196
2018-09,Brooklyn,2600,15073,96.33197480548351,117.49162054719775,-99,-3.6680251945164883,2244,17.491620547197755,0.0,21.068273092369473
2018-10,Brooklyn,2550,17231,94.479436828455,134.3128848702159,-149,-5.520563171545007,4402,34.312884870215896,0.5520504731861164,33.274035114858066
2018-11,Brooklyn,2500,15959,92.62689885142646,124.39784862421077,-199,-7.373101148573539,3130,24.397848624210766,0.0,31.317370196659255
2018-12,Brooklyn,2500,14762,92.62689885142646,115.06742536440878,-199,-7.373101148573539,1933,15.067425364408777,1.0101010101010166,39.277290310406634
2019-01,Brooklyn,2500,15907,92.62689885142646,123.9925169537766,-199,-7.373101148573539,3078,23.9925169537766,2.0408163265306145,37.484874675885905
