date,borough,median_asking_rent_usd,rental_inventory,baseline_rent_usd,baseline_inventory,rent_change_usd,rent_growth_pct,rent_index,inventory_index
2017-08,Brooklyn,2660,13151,2699,12829,-39,-1.4449796220822526,98.55502037791774,102.50993842076545
2017-09,Brooklyn,2600,12450,2699,12829,-99,-3.6680251945164875,96.33197480548351,97.04575570972015
2017-10,Brooklyn,2536,12929,2699,12829,-163,-6.039273805113004,93.96072619488699,100.77948398160417
2017-11,Brooklyn,2500,12153,2699,12829,-199,-7.373101148573545,92.62689885142646,94.73068828435575
2017-12,Brooklyn,2475,10599,2699,12829,-224,-8.299370137087811,91.70062986291218,82.61750721022682
2018-01,Brooklyn,2450,11570,2699,12829,-249,-9.225639125602076,90.77436087439793,90.1862966716034
2018-02,Brooklyn,2450,11273,2699,12829,-249,-9.225639125602076,90.77436087439793,87.871229246239
2018-03,Brooklyn,2495,12266,2699,12829,-204,-7.558354946276398,92.4416450537236,95.61150518356848
2018-04,Brooklyn,2500,13206,2699,12829,-199,-7.373101148573545,92.62689885142646,102.93865461064775
2018-05,Brooklyn,2595,15350,2699,12829,-104,-3.8532789922193404,96.14672100778066,119.65079117624133
2018-06,Brooklyn,2625,16164,2699,12829,-74,-2.741756206002223,97.25824379399778,125.99579078649934
2018-07,Brooklyn,2699,17552,2699,12829,0,0.0,100.0,136.81502845116535
2018-08,Brooklyn,2695,18050,2699,12829,-4,-0.14820303816228234,99.8517969618377,140.69685867955414
2018-09,Brooklyn,2600,15073,2699,12829,-99,-3.6680251945164875,96.33197480548351,117.49162054719775
2018-10,Brooklyn,2550,17231,2699,12829,-149,-5.5205631715450165,94.479436828455,134.3128848702159
2018-11,Brooklyn,2500,15959,2699,12829,-199,-7.373101148573545,92.62689885142646,124.39784862421077
2018-12,Brooklyn,2500,14762,2699,12829,-199,-7.373101148573545,92.62689885142646,115.06742536440878
2019-01,Brooklyn,2500,15907,2699,12829,-199,-7.373101148573545,92.62689885142646,123.9925169537766
2019-02,Brooklyn,2500,14233,2699,12829,-199,-7.373101148573545,92.62689885142646,110.94395510172265
2019-03,Brooklyn,2500,14678,2699,12829,-199,-7.373101148573545,92.62689885142646,114.41265881986125
2019-04,Brooklyn,2595,13831,2699,12829,-104,-3.8532789922193404,96.14672100778066,107.81042949567386
2019-05,Brooklyn,2600,14986,2699,12829,-99,-3.6680251945164875,96.33197480548351,116.81346948320213
2019-06,Brooklyn,2650,14628,2699,12829,-49,-1.8154872174879586,98.18451278251204,114.02291682905916
2019-07,Brooklyn,2700,15037,2699,12829,1,0.037050759540570584,100.03705075954056,117.21100631382025
2019-08,Brooklyn,2700,14292,2699,12829,1,0.037050759540570584,100.03705075954056,111.40385065086913
2019-09,Brooklyn,2700,11705,2699,12829,1,0.037050759540570584,100.03705075954056,91.23860004676904
2019-10,Brooklyn,2696,10037,2699,12829,-3,-0.11115227862171174,99.8888477213783,78.23680723361134
2019-11,Brooklyn,2600,8849,2699,12829,-99,-3.6680251945164875,96.33197480548351,68.97653753215371
2019-12,Brooklyn,2600,7885,2699,12829,-99,-3.6680251945164875,96.33197480548351,61.46231194948943
2020-01,Brooklyn,2600,8946,2699,12829,-99,-3.6680251945164875,96.33197480548351,69.73263699430977
2020-02,Brooklyn,2680,8525,2699,12829,-19,-0.7039644312708411,99.29603556872915,66.45100943175618
2020-03,Brooklyn,2700,7793,2699,12829,1,0.037050759540570584,100.03705075954056,60.7451866864136
2020-04,Brooklyn,2767,6781,2699,12829,68,2.5194516487587992,102.5194516487588,52.856808792579315
2020-05,Brooklyn,2750,12425,2699,12829,51,1.8895887365690995,101.88958873656911,96.85088471431912
2020-06,Brooklyn,2700,17658,2699,12829,1,0.037050759540570584,100.03705075954056,137.64128147166576
2020-07,Brooklyn,2700,22333,2699,12829,1,0.037050759540570584,100.03705075954056,174.08215761166107
2020-08,Brooklyn,2615,25106,2699,12829,-84,-3.112263801407929,96.88773619859207,195.69724842154494
2020-09,Brooklyn,2500,25152,2699,12829,-199,-7.373101148573545,92.62689885142646,196.05581105308286
2020-10,Brooklyn,2450,23507,2699,12829,-249,-9.225639125602076,90.77436087439793,183.23329955569415
2020-11,Brooklyn,2400,21285,2699,12829,-299,-11.078177102630605,88.9218228973694,165.9131654844493
2020-12,Brooklyn,2400,19786,2699,12829,-299,-11.078177102630605,88.9218228973694,154.22870060020267
2021-01,Brooklyn,2395,19743,2699,12829,-304,-11.263430900333457,88.73656909966654,153.89352248811286
2021-02,Brooklyn,2385,17718,2699,12829,-314,-11.633938495739162,88.36606150426084,138.10897186062826
2021-03,Brooklyn,2399,18895,2699,12829,-300,-11.115227862171174,88.88477213782883,147.28349832410942
2021-04,Brooklyn,2400,18734,2699,12829,-299,-11.078177102630605,88.9218228973694,146.02852911372673
2021-05,Brooklyn,2429,18678,2699,12829,-270,-10.003705075954057,89.99629492404594,145.59201808402838
2021-06,Brooklyn,2499,18238,2699,12829,-200,-7.410151908114117,92.58984809188588,142.16228856497
2021-07,Brooklyn,2599,17041,2699,12829,-100,-3.7050759540570586,96.29492404594295,132.83186530516798
2021-08,Brooklyn,2650,15087,2699,12829,-49,-1.8154872174879586,98.18451278251204,117.60074830462234
2021-09,Brooklyn,2680,10649,2699,12829,-19,-0.7039644312708411,99.29603556872915,83.00724920102893
2021-10,Brooklyn,2600,10959,2699,12829,-99,-3.6680251945164875,96.33197480548351,85.42364954400186
2021-11,Brooklyn,2625,10101,2699,12829,-74,-2.741756206002223,97.25824379399778,78.73567698183803
2021-12,Brooklyn,2690,8896,2699,12829,-9,-0.33345683586513525,99.66654316413486,69.34289500350768
2022-01,Brooklyn,2725,8964,2699,12829,26,0.9633197480548351,100.96331974805483,69.87294411099852
2022-02,Brooklyn,2800,8287,2699,12829,101,3.742126713597629,103.74212671359764,64.59583755553824
2022-03,Brooklyn,2850,9586,2699,12829,151,5.594664690626158,105.59466469062615,74.7213344765765
2022-04,Brooklyn,2950,8581,2699,12829,251,9.299740644683215,109.29974064468323,66.88752046145451
2022-05,Brooklyn,3050,9206,2699,12829,351,13.004816598740273,113.00481659874026,71.75929534648063
2022-06,Brooklyn,3223,9928,2699,12829,524,19.414597999258984,119.41459799925897,77.3871696936628
2022-07,Brooklyn,3400,10730,2699,12829,701,25.972582437939977,125.97258243793999,83.6386312261283
2022-08,Brooklyn,3400,11105,2699,12829,701,25.972582437939977,125.97258243793999,86.56169615714397
2022-09,Brooklyn,3342,10120,2699,12829,643,23.823638384586886,123.82363838458687,78.88377893834281
2022-10,Brooklyn,3250,9237,2699,12829,551,20.414968506854393,120.41496850685438,72.00093538077792
2022-11,Brooklyn,3152,9430,2699,12829,453,16.783994071878475,116.78399407187847,73.50533946527399
2022-12,Brooklyn,3100,8327,2699,12829,401,14.857354575768802,114.8573545757688,64.9076311481799
2023-01,Brooklyn,3200,9249,2699,12829,501,18.56243052982586,118.56243052982587,72.09447345857043
2023-02,Brooklyn,3199,8826,2699,12829,500,18.52537977028529,118.5253797702853,68.79725621638475
2023-03,Brooklyn,3200,9928,2699,12829,501,18.56243052982586,118.56243052982587,77.3871696936628
2023-04,Brooklyn,3300,9001,2699,12829,601,22.267506483882922,122.26750648388291,70.16135318419207
2023-05,Brooklyn,3400,10666,2699,12829,701,25.972582437939977,125.97258243793999,83.13976147790163
2023-06,Brooklyn,3400,11661,2699,12829,701,25.972582437939977,125.97258243793999,90.8956270948632
2023-07,Brooklyn,3500,12075,2699,12829,801,29.677658391997035,129.67765839199703,94.1226907787045
2023-08,Brooklyn,3500,12465,2699,12829,801,29.677658391997035,129.67765839199703,97.1626783069608
2023-09,Brooklyn,3500,10678,2699,12829,801,29.677658391997035,129.67765839199703,83.23329955569413
2023-10,Brooklyn,3400,10710,2699,12829,701,25.972582437939977,125.97258243793999,83.48273442980746
2023-11,Brooklyn,3275,10413,2699,12829,576,21.341237495368656,121.34123749536865,81.16766700444306
2023-12,Brooklyn,3250,9002,2699,12829,551,20.414968506854393,120.41496850685438,70.16914802400811
2024-01,Brooklyn,3300,9701,2699,12829,601,22.267506483882922,122.26750648388291,75.6177410554213
2024-02,Brooklyn,3325,9373,2699,12829,626,23.193775472397185,123.19377547239718,73.06103359575961
2024-03,Brooklyn,3367,10011,2699,12829,668,24.74990737310115,124.74990737310114,78.03414139839427
2024-04,Brooklyn,3483,9700,2699,12829,784,29.047795479807338,129.04779547980735,75.60994621560528
2024-05,Brooklyn,3500,11993,2699,12829,801,29.677658391997035,129.67765839199703,93.48351391378907
2024-06,Brooklyn,3525,12851,2699,12829,826,30.603927380511305,130.6039273805113,100.1714864759529
2024-07,Brooklyn,3595,14628,2699,12829,896,33.197480548351244,133.19748054835122,114.02291682905916
2024-08,Brooklyn,3600,14741,2699,12829,901,33.38273434605409,133.3827343460541,114.90373372827187
2024-09,Brooklyn,3548,13421,2699,12829,849,31.45609484994442,131.45609484994444,104.61454517109674
2024-10,Brooklyn,3500,12018,2699,12829,801,29.677658391997035,129.67765839199703,93.67838490919011
2024-11,Brooklyn,3437,10670,2699,12829,738,27.343460540941088,127.3434605409411,83.1709408371658
2024-12,Brooklyn,3395,9628,2699,12829,696,25.787328640237124,125.78732864023712,75.04871774885025
2025-01,Brooklyn,3400,10344,2699,12829,701,25.972582437939977,125.97258243793999,80.62982305713618
2025-02,Brooklyn,3450,9457,2699,12829,751,27.825120414968506,127.8251204149685,73.71580014030712
2025-03,Brooklyn,3500,10288,2699,12829,801,29.677658391997035,129.67765839199703,80.19331202743784
2025-04,Brooklyn,3599,10597,2699,12829,900,33.34568358651352,133.34568358651353,82.60191753059475
2025-05,Brooklyn,3600,12499,2699,12829,901,33.38273434605409,133.3827343460541,97.4277028607062
2025-06,Brooklyn,3750,13196,2699,12829,1051,38.94034827713968,138.9403482771397,102.86070621248733
2025-07,Brooklyn,3800,14438,2699,12829,1101,40.79288625416821,140.79288625416822,112.54189726401123
2025-08,Brooklyn,3825,14244,2699,12829,1126,41.719155242682476,141.7191552426825,111.02969833969911
2025-09,Brooklyn,3800,13188,2699,12829,1101,40.79288625416821,140.79288625416822,102.798347493959
2025-10,Brooklyn,3750,11794,2699,12829,1051,38.94034827713968,138.9403482771397,91.93234079039676
